Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
creatine-monohydrate,Creatine Monohydrate 5g,"<p>Pure creatine monohydrate powder for muscle building and strength training. Increases muscle mass, power output, and exercise performance. Unflavored and easy to mix.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Sports Nutrition > Creatine,Creatine,"Creatine, Muscle Building, Strength, Performance",TRUE,Size,1kg,,,,,CREA_001_1KG,1000,shopify,15,deny,manual,49.99,59.99,TRUE,TRUE,1.91111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Creatine Monohydrate 1kg Container,FALSE,Creatine Monohydrate 5g | GetSupp,Pure creatine monohydrate for muscle building and strength training.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,25,,,,,,,ACTIVE
bcaa-amino-acids,BCAA Amino Acids 2:1:1,"<p>Branched-chain amino acids (Leucine, Isoleucine, Valine) in optimal 2:1:1 ratio for muscle recovery and protein synthesis. Supports muscle building and reduces exercise fatigue.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Sports Nutrition > Amino Acids,BCAA,"BCAA, Amino Acids, Muscle Recovery, Protein Synthesis",TRUE,Size,300g,,,,,BCAA_001_300,300,shopify,25,deny,manual,34.99,39.99,TRUE,TRUE,2.01111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,BCAA Amino Acids 300g Container,FALSE,BCAA Amino Acids 2:1:1 | GetSupp,Branched-chain amino acids for muscle recovery and protein synthesis.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,17,,,,,,,ACTIVE
bcaa-amino-acids,BCAA Amino Acids 2:1:1,"<p>Branched-chain amino acids (Leucine, Isoleucine, Valine) in optimal 2:1:1 ratio for muscle recovery and protein synthesis. Supports muscle building and reduces exercise fatigue.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Sports Nutrition > Amino Acids,BCAA,"BCAA, Amino Acids, Muscle Recovery, Protein Synthesis",TRUE,Size,600g,,,,,BCAA_001_600,600,shopify,15,deny,manual,59.99,69.99,TRUE,TRUE,2.01111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,BCAA Amino Acids 600g Container,FALSE,BCAA Amino Acids 2:1:1 | GetSupp,Branched-chain amino acids for muscle recovery and protein synthesis.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,30,,,,,,,ACTIVE
pre-workout-energy,Pre-Workout Energy Formula,"<p>Advanced pre-workout supplement with caffeine, beta-alanine, and citrulline malate for enhanced energy, focus, and performance. Supports increased endurance and power output.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Sports Nutrition > Pre-Workout,Pre-Workout,"Pre-Workout, Energy, Caffeine, Performance",TRUE,Size,300g,,,,,PREW_001_300,300,shopify,20,deny,manual,39.99,44.99,TRUE,TRUE,2.11111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Pre-Workout Energy Formula Container,FALSE,Pre-Workout Energy Formula | GetSupp,Advanced pre-workout supplement for enhanced energy and performance.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,20,,,,,,,ACTIVE
pre-workout-energy,Pre-Workout Energy Formula,"<p>Advanced pre-workout supplement with caffeine, beta-alanine, and citrulline malate for enhanced energy, focus, and performance. Supports increased endurance and power output.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Sports Nutrition > Pre-Workout,Pre-Workout,"Pre-Workout, Energy, Caffeine, Performance",TRUE,Size,600g,,,,,PREW_001_600,600,shopify,10,deny,manual,69.99,79.99,TRUE,TRUE,2.11111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Pre-Workout Energy Formula Container,FALSE,Pre-Workout Energy Formula | GetSupp,Advanced pre-workout supplement for enhanced energy and performance.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,35,,,,,,,ACTIVE
organic-spirulina-powder,Organic Spirulina Powder,"<p>Premium organic spirulina powder rich in protein, vitamins, and minerals. Supports immune health, energy levels, and detoxification. Perfect for smoothies and health drinks.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Spirulina,Spirulina,"Spirulina, Organic, Protein, Detox, Superfood",TRUE,Size,100g,,,,,SPIR_001_100,100,shopify,40,deny,manual,24.99,29.99,TRUE,TRUE,2.21111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Organic Spirulina Powder Container,FALSE,Organic Spirulina Powder | GetSupp,Premium organic spirulina powder for immune health and detoxification.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
organic-spirulina-powder,Organic Spirulina Powder,"<p>Premium organic spirulina powder rich in protein, vitamins, and minerals. Supports immune health, energy levels, and detoxification. Perfect for smoothies and health drinks.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Spirulina,Spirulina,"Spirulina, Organic, Protein, Detox, Superfood",TRUE,Size,250g,,,,,SPIR_001_250,250,shopify,25,deny,manual,49.99,59.99,TRUE,TRUE,2.21111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Organic Spirulina Powder Container,FALSE,Organic Spirulina Powder | GetSupp,Premium organic spirulina powder for immune health and detoxification.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,25,,,,,,,ACTIVE
moringa-leaf-powder,Moringa Leaf Powder,"<p>Nutrient-dense moringa leaf powder packed with vitamins, minerals, and antioxidants. Supports energy, immune function, and overall wellness. Easy to add to smoothies and recipes.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Moringa,Moringa,"Moringa, Leaf Powder, Antioxidants, Energy",TRUE,Size,100g,,,,,MORI_001_100,100,shopify,35,deny,manual,19.99,24.99,TRUE,TRUE,2.31111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Moringa Leaf Powder Container,FALSE,Moringa Leaf Powder | GetSupp,Nutrient-dense moringa leaf powder for energy and immune support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,10,,,,,,,ACTIVE
moringa-leaf-powder,Moringa Leaf Powder,"<p>Nutrient-dense moringa leaf powder packed with vitamins, minerals, and antioxidants. Supports energy, immune function, and overall wellness. Easy to add to smoothies and recipes.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Moringa,Moringa,"Moringa, Leaf Powder, Antioxidants, Energy",TRUE,Size,250g,,,,,MORI_001_250,250,shopify,20,deny,manual,39.99,44.99,TRUE,TRUE,2.31111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Moringa Leaf Powder Container,FALSE,Moringa Leaf Powder | GetSupp,Nutrient-dense moringa leaf powder for energy and immune support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,20,,,,,,,ACTIVE
wheatgrass-powder,Wheatgrass Powder,"<p>Pure wheatgrass powder rich in chlorophyll, vitamins, and minerals. Supports detoxification, energy levels, and overall health. Perfect for green smoothies and health drinks.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Wheatgrass,Wheatgrass,"Wheatgrass, Chlorophyll, Detox, Energy",TRUE,Size,100g,,,,,WHEA_001_100,100,shopify,30,deny,manual,16.99,21.99,TRUE,TRUE,2.41111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Wheatgrass Powder Container,FALSE,Wheatgrass Powder | GetSupp,Pure wheatgrass powder for detoxification and energy support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,8,,,,,,,ACTIVE
wheatgrass-powder,Wheatgrass Powder,"<p>Pure wheatgrass powder rich in chlorophyll, vitamins, and minerals. Supports detoxification, energy levels, and overall health. Perfect for green smoothies and health drinks.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Foods > Wheatgrass,Wheatgrass,"Wheatgrass, Chlorophyll, Detox, Energy",TRUE,Size,250g,,,,,WHEA_001_250,250,shopify,15,deny,manual,32.99,37.99,TRUE,TRUE,2.41111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Wheatgrass Powder Container,FALSE,Wheatgrass Powder | GetSupp,Pure wheatgrass powder for detoxification and energy support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,16,,,,,,,ACTIVE
biotin-hair-skin-nails,Biotin Hair Skin & Nails,"<p>High-potency biotin supplement for healthy hair, skin, and nails. Supports keratin production and promotes stronger, thicker hair growth with improved nail strength.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Vitamins > Biotin,Biotin,"Biotin, Hair Growth, Skin Health, Nail Strength",TRUE,Size,60 Tablets,,,,,BIOT_001_60,60,shopify,50,deny,manual,12.99,17.99,TRUE,TRUE,2.51111E+11,https://images.unsplash.com/photo-1559757148-5c350d0d3c56?w=500,1,Biotin Hair Skin Nails Bottle,FALSE,Biotin Hair,Skin & Nails | GetSupp,High-potency biotin for healthy hair,skin,and nails.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1559757148-5c350d0d3c56?w=500,g,,6,,,,,,,ACTIVE
biotin-hair-skin-nails,Biotin Hair Skin & Nails,"<p>High-potency biotin supplement for healthy hair, skin, and nails. Supports keratin production and promotes stronger, thicker hair growth with improved nail strength.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Vitamins > Biotin,Biotin,"Biotin, Hair Growth, Skin Health, Nail Strength",TRUE,Size,120 Tablets,,,,,BIOT_001_120,120,shopify,30,deny,manual,22.99,27.99,TRUE,TRUE,2.51111E+11,https://images.unsplash.com/photo-1559757148-5c350d0d3c56?w=500,1,Biotin Hair Skin Nails Bottle,FALSE,Biotin Hair,Skin & Nails | GetSupp,High-potency biotin for healthy hair,skin,and nails.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1559757148-5c350d0d3c56?w=500,g,,11,,,,,,,ACTIVE
folic-acid-prenatal,Folic Acid Prenatal Support,"<p>Essential folic acid supplement for women planning pregnancy, pregnant, or breastfeeding. Supports healthy fetal development and prevents neural tube defects.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Vitamins > Folic Acid,Folic Acid,"Folic Acid, Prenatal, Pregnancy, Fetal Development",TRUE,Size,60 Tablets,,,,,FOLA_001_60,70,shopify,40,deny,manual,14.99,19.99,TRUE,TRUE,2.61111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Folic Acid Prenatal Support Bottle,FALSE,Folic Acid Prenatal Support | GetSupp,Essential folic acid for healthy fetal development and pregnancy support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,7,,,,,,,ACTIVE
folic-acid-prenatal,Folic Acid Prenatal Support,"<p>Essential folic acid supplement for women planning pregnancy, pregnant, or breastfeeding. Supports healthy fetal development and prevents neural tube defects.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Vitamins > Folic Acid,Folic Acid,"Folic Acid, Prenatal, Pregnancy, Fetal Development",TRUE,Size,120 Tablets,,,,,FOLA_001_120,130,shopify,25,deny,manual,24.99,29.99,TRUE,TRUE,2.61111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Folic Acid Prenatal Support Bottle,FALSE,Folic Acid Prenatal Support | GetSupp,Essential folic acid for healthy fetal development and pregnancy support.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,12,,,,,,,ACTIVE
calcium-citrate-600mg,Calcium Citrate 600mg,"<p>Highly absorbable calcium citrate for bone health and muscle function. Supports strong bones, teeth, and proper nerve transmission. Gentle on the stomach.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Minerals > Calcium,Calcium,"Calcium, Bone Health, Teeth, Muscle Function",TRUE,Size,60 Tablets,,,,,CALC_001_60,80,shopify,45,deny,manual,16.99,21.99,TRUE,TRUE,2.71111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Calcium Citrate 600mg Bottle,FALSE,Calcium Citrate 600mg | GetSupp,Highly absorbable calcium for bone health and muscle function.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,8,,,,,,,ACTIVE
calcium-citrate-600mg,Calcium Citrate 600mg,"<p>Highly absorbable calcium citrate for bone health and muscle function. Supports strong bones, teeth, and proper nerve transmission. Gentle on the stomach.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Minerals > Calcium,Calcium,"Calcium, Bone Health, Teeth, Muscle Function",TRUE,Size,120 Tablets,,,,,CALC_001_120,150,shopify,25,deny,manual,28.99,33.99,TRUE,TRUE,2.71111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Calcium Citrate 600mg Bottle,FALSE,Calcium Citrate 600mg | GetSupp,Highly absorbable calcium for bone health and muscle function.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,14,,,,,,,ACTIVE
diabetes-blood-sugar,Diabetes Blood Sugar Support,"<p>Natural blend of herbs and nutrients to support healthy blood sugar levels. Contains cinnamon, chromium, and bitter melon for glucose metabolism support.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Diabetes,Diabetes,"Diabetes, Blood Sugar, Glucose, Cinnamon",TRUE,Size,60 Capsules,,,,,DIAB_001_60,90,shopify,35,deny,manual,29.99,34.99,TRUE,TRUE,2.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Diabetes Blood Sugar Support Bottle,FALSE,Diabetes Blood Sugar Support | GetSupp,Natural blend for healthy blood sugar levels and glucose metabolism.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,15,,,,,,,ACTIVE
diabetes-blood-sugar,Diabetes Blood Sugar Support,"<p>Natural blend of herbs and nutrients to support healthy blood sugar levels. Contains cinnamon, chromium, and bitter melon for glucose metabolism support.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Diabetes,Diabetes,"Diabetes, Blood Sugar, Glucose, Cinnamon",TRUE,Size,120 Capsules,,,,,DIAB_001_120,170,shopify,20,deny,manual,49.99,54.99,TRUE,TRUE,2.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Diabetes Blood Sugar Support Bottle,FALSE,Diabetes Blood Sugar Support | GetSupp,Natural blend for healthy blood sugar levels and glucose metabolism.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,25,,,,,,,ACTIVE
joint-mobility-complex,Joint Mobility Complex,"<p>Comprehensive joint support formula with glucosamine, chondroitin, and MSM. Supports joint flexibility, mobility, and comfort for active lifestyles.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Joint Health,Joint Health,"Joint Health, Mobility, Glucosamine, Chondroitin",TRUE,Size,60 Tablets,,,,,JOIN_001_60,100,shopify,30,deny,manual,34.99,39.99,TRUE,TRUE,2.91111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Joint Mobility Complex Bottle,FALSE,Joint Mobility Complex | GetSupp,Comprehensive joint support for flexibility and mobility.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,17,,,,,,,ACTIVE
joint-mobility-complex,Joint Mobility Complex,"<p>Comprehensive joint support formula with glucosamine, chondroitin, and MSM. Supports joint flexibility, mobility, and comfort for active lifestyles.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Joint Health,Joint Health,"Joint Health, Mobility, Glucosamine, Chondroitin",TRUE,Size,120 Tablets,,,,,JOIN_001_120,190,shopify,15,deny,manual,59.99,64.99,TRUE,TRUE,2.91111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Joint Mobility Complex Bottle,FALSE,Joint Mobility Complex | GetSupp,Comprehensive joint support for flexibility and mobility.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,30,,,,,,,ACTIVE
sleep-melatonin-3mg,Sleep Melatonin 3mg,"<p>Natural melatonin supplement for better sleep quality and restful nights. Helps regulate sleep-wake cycle and supports healthy sleep patterns.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Sleep,Sleep,"Melatonin, Sleep, Rest, Sleep Quality",TRUE,Size,60 Tablets,,,,,SLEE_001_60,60,shopify,40,deny,manual,18.99,23.99,TRUE,TRUE,3.01111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Sleep Melatonin 3mg Bottle,FALSE,Sleep Melatonin 3mg | GetSupp,Natural melatonin for better sleep quality and restful nights.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,9,,,,,,,ACTIVE
sleep-melatonin-3mg,Sleep Melatonin 3mg,"<p>Natural melatonin supplement for better sleep quality and restful nights. Helps regulate sleep-wake cycle and supports healthy sleep patterns.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Health Concerns > Sleep,Sleep,"Melatonin, Sleep, Rest, Sleep Quality",TRUE,Size,120 Tablets,,,,,SLEE_001_120,110,shopify,20,deny,manual,32.99,37.99,TRUE,TRUE,3.01111E+11,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,1,Sleep Melatonin 3mg Bottle,FALSE,Sleep Melatonin 3mg | GetSupp,Natural melatonin for better sleep quality and restful nights.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500,g,,16,,,,,,,ACTIVE
acne-clear-complex,Acne Clear Complex,"<p>Natural acne treatment with zinc, vitamin A, and tea tree oil. Helps clear blemishes, reduce inflammation, and prevent future breakouts for clearer skin.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Acne,Acne,"Acne, Clear Skin, Zinc, Vitamin A, Tea Tree",TRUE,Size,60 Capsules,,,,,ACNE_001_60,80,shopify,25,deny,manual,24.99,29.99,TRUE,TRUE,3.11111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Acne Clear Complex Bottle,FALSE,Acne Clear Complex | GetSupp,Natural acne treatment for clearer,healthier skin.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,12,,,,,,,ACTIVE
oily-skin-balance,Oily Skin Balance,"<p>Specialized formula to control excess oil production and balance sebum levels. Contains niacinamide, green tea extract, and salicylic acid for matte, clear skin.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Oily Skin,Oily Skin,"Oily Skin, Oil Control, Niacinamide, Green Tea",TRUE,Size,60 Capsules,,,,,OILY_001_60,75,shopify,30,deny,manual,22.99,27.99,TRUE,TRUE,3.21111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Oily Skin Balance Bottle,FALSE,Oily Skin Balance | GetSupp,Control excess oil for matte,clear skin.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,11,,,,,,,ACTIVE
dry-skin-hydration,Dry Skin Hydration,"<p>Intensive hydration formula with hyaluronic acid, ceramides, and omega-3. Restores moisture barrier and provides long-lasting hydration for dry, flaky skin.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Dry Skin,Dry Skin,"Dry Skin, Hydration, Hyaluronic Acid, Ceramides",TRUE,Size,60 Capsules,,,,,DRY_001_60,70,shopify,35,deny,manual,26.99,31.99,TRUE,TRUE,3.31111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Dry Skin Hydration Bottle,FALSE,Dry Skin Hydration | GetSupp,Intensive hydration for dry,flaky skin.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,13,,,,,,,ACTIVE
psoriasis-relief,Psoriasis Relief,"<p>Natural anti-inflammatory formula with turmeric, omega-3, and vitamin D. Helps reduce psoriasis flare-ups, itching, and skin inflammation for better comfort.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Psoriasis,Psoriasis,"Psoriasis, Anti-inflammatory, Turmeric, Omega-3",TRUE,Size,60 Capsules,,,,,PSOR_001_60,85,shopify,20,deny,manual,29.99,34.99,TRUE,TRUE,3.41111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Psoriasis Relief Bottle,FALSE,Psoriasis Relief | GetSupp,Natural relief from psoriasis symptoms and inflammation.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,15,,,,,,,ACTIVE
anti-aging-collagen,Anti-Aging Collagen,"<p>Premium collagen peptides with vitamin C and hyaluronic acid. Supports skin elasticity, reduces fine lines, and promotes youthful, radiant skin from within.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Aging,Aging,"Anti-Aging, Collagen, Vitamin C, Youthful Skin",TRUE,Size,60 Capsules,,,,,AGIN_001_60,90,shopify,25,deny,manual,34.99,39.99,TRUE,TRUE,3.51111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Anti-Aging Collagen Bottle,FALSE,Anti-Aging Collagen | GetSupp,Premium collagen for youthful,radiant skin.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,17,,,,,,,ACTIVE
pigmentation-brightening,Pigmentation Brightening,"<p>Advanced formula with vitamin C, niacinamide, and licorice extract. Helps fade dark spots, even skin tone, and brighten complexion for radiant, even-toned skin.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Skin Care > Pigmentation,Pigmentation,"Pigmentation, Brightening, Vitamin C, Even Skin Tone",TRUE,Size,60 Capsules,,,,,PIGM_001_60,80,shopify,30,deny,manual,27.99,32.99,TRUE,TRUE,3.61111E+11,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,1,Pigmentation Brightening Bottle,FALSE,Pigmentation Brightening | GetSupp,Advanced formula for even-toned,radiant skin.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=500,g,,14,,,,,,,ACTIVE
hair-loss-prevention,Hair Loss Prevention,"<p>Comprehensive hair loss prevention formula with biotin, saw palmetto, and zinc. Supports healthy hair growth, reduces hair fall, and strengthens hair follicles.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Hair Health > Hair Loss,Hair Loss,"Hair Loss, Biotin, Saw Palmetto, Hair Growth",TRUE,Size,60 Capsules,,,,,HAIR_001_60,85,shopify,25,deny,manual,28.99,33.99,TRUE,TRUE,3.71111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Hair Loss Prevention Bottle,FALSE,Hair Loss Prevention | GetSupp,Comprehensive formula for healthy hair growth and reduced hair fall.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,14,,,,,,,ACTIVE
premature-greying,Premature Greying Treatment,"<p>Natural formula to prevent and reverse premature greying with copper, vitamin B12, and folic acid. Supports melanin production for natural hair color maintenance.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Hair Health > Premature Greying,Premature Greying,"Premature Greying, Copper, Vitamin B12, Melanin",TRUE,Size,60 Capsules,,,,,GREY_001_60,75,shopify,30,deny,manual,24.99,29.99,TRUE,TRUE,3.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Premature Greying Treatment Bottle,FALSE,Premature Greying Treatment | GetSupp,Natural formula to prevent and reverse premature greying.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
dry-hair-nourishment,Dry Hair Nourishment,"<p>Intensive nourishment formula with omega-3, vitamin E, and argan oil. Restores moisture, adds shine, and prevents hair breakage for soft, manageable hair.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Hair Health > Dry Hair,Dry Hair,"Dry Hair, Omega-3, Vitamin E, Argan Oil, Moisture",TRUE,Size,60 Capsules,,,,,DRYH_001_60,70,shopify,35,deny,manual,22.99,27.99,TRUE,TRUE,3.91111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Dry Hair Nourishment Bottle,FALSE,Dry Hair Nourishment | GetSupp,Intensive nourishment for soft,manageable hair.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,11,,,,,,,ACTIVE
dandruff-control,Dandruff Control,"<p>Anti-dandruff formula with tea tree oil, zinc, and selenium. Controls scalp flaking, reduces itching, and promotes healthy scalp for dandruff-free hair.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Hair Health > Dandruff,Dandruff,"Dandruff, Tea Tree Oil, Zinc, Scalp Health",TRUE,Size,60 Capsules,,,,,DANF_001_60,80,shopify,20,deny,manual,26.99,31.99,TRUE,TRUE,4.01111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Dandruff Control Bottle,FALSE,Dandruff Control | GetSupp,Anti-dandruff formula for healthy,flake-free scalp.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,13,,,,,,,ACTIVE
scalp-balance,Scalp Balance,"<p>Scalp balancing formula with niacinamide, salicylic acid, and peppermint oil. Controls excess oil, soothes irritation, and maintains healthy scalp pH balance.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Hair Health > Oily/Itchy Scalp,Oily/Itchy Scalp,"Scalp Balance, Niacinamide, Salicylic Acid, Oil Control",TRUE,Size,60 Capsules,,,,,SCAL_001_60,75,shopify,25,deny,manual,23.99,28.99,TRUE,TRUE,4.11111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Scalp Balance Bottle,FALSE,Scalp Balance | GetSupp,Scalp balancing formula for healthy,comfortable scalp.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
